"CAEN.Rev.2...activitati.ale.economiei.nationale...sectiuni.si.diviziuni.","Luni","UM..Lei.RON","Valoare"
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna decembrie 2005"," Lei RON",754
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna ianuarie 2006"," Lei RON",750
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna februarie 2006"," Lei RON",711
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna martie 2006"," Lei RON",745
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna aprilie 2006"," Lei RON",825
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna mai 2006"," Lei RON",801
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna iunie 2006"," Lei RON",804
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna iulie 2006"," Lei RON",830
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna august 2006"," Lei RON",830
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna septembrie 2006"," Lei RON",838
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna octombrie 2006"," Lei RON",842
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna noiembrie 2006"," Lei RON",819
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna decembrie 2006"," Lei RON",1019
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna ianuarie 2007"," Lei RON",937
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna februarie 2007"," Lei RON",901
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna martie 2007"," Lei RON",942
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna aprilie 2007"," Lei RON",994
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna mai 2007"," Lei RON",969
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna iunie 2007"," Lei RON",969
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna iulie 2007"," Lei RON",989
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna august 2007"," Lei RON",1003
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna septembrie 2007"," Lei RON",999
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna octombrie 2007"," Lei RON",1035
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna noiembrie 2007"," Lei RON",1039
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna decembrie 2007"," Lei RON",1273
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna ianuarie 2008"," Lei RON",1202
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna februarie 2008"," Lei RON",1139
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna martie 2008"," Lei RON",1179
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna aprilie 2008"," Lei RON",1279
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna mai 2008"," Lei RON",1240
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna iunie 2008"," Lei RON",1243
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna iulie 2008"," Lei RON",1279
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna august 2008"," Lei RON",1267
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna septembrie 2008"," Lei RON",1285
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna octombrie 2008"," Lei RON",1294
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna noiembrie 2008"," Lei RON",1339
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna decembrie 2008"," Lei RON",1467
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna ianuarie 2009"," Lei RON",1360
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna februarie 2009"," Lei RON",1331
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna martie 2009"," Lei RON",1353
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna aprilie 2009"," Lei RON",1362
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna mai 2009"," Lei RON",1345
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna iunie 2009"," Lei RON",1349
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna iulie 2009"," Lei RON",1335
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna august 2009"," Lei RON",1332
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna septembrie 2009"," Lei RON",1329
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna octombrie 2009"," Lei RON",1335
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna noiembrie 2009"," Lei RON",1327
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna decembrie 2009"," Lei RON",1454
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna ianuarie 2010"," Lei RON",1434
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna februarie 2010"," Lei RON",1384
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna martie 2010"," Lei RON",1435
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna aprilie 2010"," Lei RON",1421
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna mai 2010"," Lei RON",1390
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna iunie 2010"," Lei RON",1382
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna iulie 2010"," Lei RON",1361
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna august 2010"," Lei RON",1354
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna septembrie 2010"," Lei RON",1371
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna octombrie 2010"," Lei RON",1389
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna noiembrie 2010"," Lei RON",1396
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna decembrie 2010"," Lei RON",1556
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna ianuarie 2011"," Lei RON",1435
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna februarie 2011"," Lei RON",1427
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna martie 2011"," Lei RON",1447
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna aprilie 2011"," Lei RON",1508
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna mai 2011"," Lei RON",1477
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna iunie 2011"," Lei RON",1442
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna iulie 2011"," Lei RON",1452
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna august 2011"," Lei RON",1471
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna septembrie 2011"," Lei RON",1455
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna octombrie 2011"," Lei RON",1454
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna noiembrie 2011"," Lei RON",1471
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna decembrie 2011"," Lei RON",1579
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna ianuarie 2012"," Lei RON",1423
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna februarie 2012"," Lei RON",1447
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna martie 2012"," Lei RON",1451
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna aprilie 2012"," Lei RON",1507
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna mai 2012"," Lei RON",1476
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna iunie 2012"," Lei RON",1483
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna iulie 2012"," Lei RON",1509
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna august 2012"," Lei RON",1515
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna septembrie 2012"," Lei RON",1481
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna octombrie 2012"," Lei RON",1514
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna noiembrie 2012"," Lei RON",1503
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna decembrie 2012"," Lei RON",1610
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna ianuarie 2013"," Lei RON",1509
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna februarie 2013"," Lei RON",1506
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna martie 2013"," Lei RON",1521
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna aprilie 2013"," Lei RON",1555
"38-39 Colectarea  tratarea si eliminarea deseurilor; activitati de recuperare a materialelor  reciclabile; Activitati si servicii de decontaminare"," Luna mai 2013"," Lei RON",1563
